t726	-3.31961904818644
t614	-7.62552151137669
t822	-6.76421944906344
t169	-5.16663170024718
t552	-16.733656236904
t71	-17.6496180218774
t487	-3.48739040203255
t803	-11.1431809486667
t768	-9.30469281239252
t717	-9.23562471984947
t467	-8.77813918464101
t249	-7.24316105083242
t138	-9.68273750804181
t455	-6.82543090955958
t315	-22.2978113370422
t949	-22.6047567755559
t771	-8.07466690480304
t640	-16.1863059295324
t98	-9.30260038276774
t760	-5.23692783978677
t691	-12.2077688852211
t75	-9.91389298730111
t157	-9.41640112218117
t62	-6.92934169693958
t81	-4.91474278369944
t37	-5.58825855428442
t962	-3.04264482904038
t654	-5.62694618281743
t658	-20.5825095835267
t905	-17.125127035165
t345	-20.1504387582761
t403	-19.3755474498901
t668	-17.9474382343972
t582	-28.5657966841831
t639	-1.43099721577958
t601	0.31927526095766
t69	15.5313489079416
t49	18.1491468540512
t725	-6.24808940851466
t363	-0.148995819844444
t619	2.31916235895851
t809	1.35228323356934
t156	-5.41580685133674
t646	-6.95231909854708
t245	-3.18245218106193
t100	-5.81539084783186
t540	-4.05597648672165
t247	-0.839381066226649
t273	-7.07352453395246
t584	-12.5605663795731
t869	-14.5999741610169
t140	-20.1875774131197
t782	-22.0385054986944
t30	-21.8530284028298
t451	-3.47426994446084
t109	-5.8933559374098
t21	-4.38707110557421
t606	-4.60135551864652
t238	-3.90840311336442
t721	-4.41920044229955
t325	-11.7144575886709
t840	-12.2794722979135
t616	7.27364223429036
t116	7.74790173713557
t78	13.0508415014597
t645	4.9635185528571
t386	-9.15075675041794
t219	-0.0994596860276376
t483	-1.57987886708184
t501	0.119983466761288
t724	-0.0369464294279864
t945	-0.710828475348347
t357	-0.517302613619125
t364	2.43934002794877
t229	-2.39562742647054
t473	-9.14404470528066
t643	-11.2428042906339
t404	-8.0961607949607
t529	-10.8243567464054
t736	-6.79175292226456
t935	-4.95935704718145
t892	-7.36595162024162
t344	-4.88176315125452
t884	-1.93415077934862
t735	-8.48259795690503
t641	-12.0988279772385
t127	-8.69262957256002
t208	-8.18828932365695
t440	-4.30117784590274
t745	-2.07227726623145
t786	-21.6904399991857
t987	-11.0276176455373
t356	-6.82525805805643
t598	-8.04657761049118
t597	12.5450064216763
t466	21.0191967541782
t298	16.7289557069
t103	10.7165611259247
t941	6.97927308840198
t210	8.44353226884756
t944	10.1794199548635
t10	7.67282748048687
t825	4.7133447130281
t410	4.19816223506741
t383	-1.10322609009469
t897	2.51215364962996
t124	-0.783139832671389
t888	0.828053989090989
t183	-3.75691146433454
t707	1.07148927885709
t979	-0.444522210024289
t53	-0.148944940265715
t111	-2.08143514382252
t815	-21.4305379330407
t282	-1.01119110696301
t871	2.12822058200865
t626	-4.56757688591275
t86	-5.45735011200265
t226	-0.26058151548467
t398	-4.23714236199726
t131	-1.69682026051133
t678	-1.07540061796497
t854	-0.864099735066742
t853	-2.87542443736702
t83	-4.05029581727883
t269	-3.04172766039516
t203	-4.72113220696625
t893	-2.65241190813611
t464	1.12814099564574
t358	-2.54170273328215
t179	0.325694810096402
t807	-0.0711638616443901
t197	0.122408565946829
t486	-5.67791411224012
t60	-23.4741468577624
t974	8.05224535903909
t659	-1.58624011587839
t558	11.3218687344379
t538	0.974710356474951
t305	-0.739038112499275
t872	-1.35562936775686
t503	2.16579933559091
t985	-1.51212047618528
t562	-8.84001412325664
t94	-4.83739650060699
t549	-1.25651981573657
t739	-8.5188679566611
t313	-7.23369003860955
t644	-3.37446162159337
t236	2.10136655085777
t811	9.72258587039158
t221	-0.872422756869868
t924	-0.687442647397375
t701	1.9579794818918
t342	-19.0694995824442
t867	-14.3301538305765
t115	-16.2586981218054
t165	-8.41607483470447
t998	-0.994969424006591
t18	9.11342971325967
t859	10.6997098510623
t409	0.864168611409383
t585	5.0631624503393
t147	14.9150878001239
t351	13.156573804807
t168	20.2402184395217
t416	7.92097572276555
t110	6.70183466984303
t896	3.49263079440154
t153	-6.36410133002659
t256	5.48777814456983
t718	4.63630966959793
t889	3.0958257946985
t423	7.18353249151137
t232	5.80362078932487
t392	3.64121091887361
t581	1.23786205023387
t191	1.81946341329196
t837	-2.46951640171095
t91	4.42763175015354
t79	5.29124127514225
t458	3.84917016591272
t406	11.3155398912723
t73	6.51131581335365
t181	6.7632608206937
t29	5.22457890312705
t836	6.20757382025999
t738	6.81993867840966
t472	5.84409606596991
t54	6.73513570151311
t774	2.45172179045448
t379	-3.57296232505291
t301	7.53432311894287
t820	6.88432663181862
t268	6.65246259992264
t699	4.80267971776552
t802	12.7326826345471
t877	-0.415456791390539
t932	3.83742170816084
t960	4.4540353597198
t530	2.64011262909277
t612	1.83577823436248
t818	11.7645486988976
t150	12.7258311615994
